Date,Strategy,S&P 500,Nasdaq 100
2024-12-09,159079.82251066703,126191.0073239836,130106.9920908341
2024-12-10,155968.16049720967,125816.99005747857,129842.54451938473
2024-12-11,158133.65780777784,126844.39088765516,131820.44252511038
2024-12-12,157132.78101709392,126157.85863648399,131099.88354602357
2024-12-13,156917.81916432764,126154.31443719158,131892.01319811732
2024-12-16,155757.91508152476,126633.61527091234,134050.65747974184
2024-12-17,155871.60515774565,126144.30728624831,133416.83245184142
2024-12-18,150391.78931952707,122424.35740539595,128338.95385511185
2024-12-19,149258.2212463121,122318.03142662361,128033.2621670144
2024-12-20,151673.66719534673,123647.52312590039,128890.89718084333
2024-12-23,152467.98553209516,124549.00064004071,130090.00921927314
2024-12-24,153958.6928365831,125924.35844780752,131987.23858508418
2024-12-26,153489.65090100066,125872.86331691187,131640.30278033868
2024-12-27,151848.5083317376,124481.66085348491,130068.17409869473
2024-12-30,148702.0916362882,123149.45888416098,128118.78305594643
2024-12-31,147856.95654015528,122621.37318959174,127219.29739434228
2025-01-02,148548.0177232199,122349.09529101006,126955.4563540201
2025-01-03,153148.21702605806,123889.77957165225,128784.75423358726
2025-01-06,155778.99159001163,124575.89485820076,130608.59333300985
2025-01-07,153448.74389666395,123192.61472260387,128187.92760444465
2025-01-08,152622.86268445384,123385.25237826198,127936.8237177932
2025-01-10,149764.34519098158,121483.26825210516,125951.64733854143
2025-01-13,150446.49306556577,121674.65501389536,126012.30045125916
2025-01-14,152339.16932071766,121814.12968016729,125939.51671599787
2025-01-15,155980.69840154116,124045.3073758957,128379.59144063274
2025-01-16,156201.34467661864,123783.24511056862,127410.35469940318
2025-01-17,159346.97904710812,125019.5452166861,129690.30520646319
2025-01-21,161190.13252306587,126115.74520959769,130920.95686350625
2025-01-22,162496.2791752601,126889.84003152253,132217.72041341162
2025-01-23,163351.011940966,127564.48879094856,132480.95492260664
2025-01-24,163187.4031377192,127200.27019307547,131778.59187733513
2025-01-27,162606.52918680914,125345.61155158792,128202.48435149691
2025-01-28,162918.60129423154,126501.02052091392,129764.908535106
2025-01-29,163067.23677301654,125909.13923908127,129928.67193944391
2025-01-30,164600.2777792211,126573.36388294135,130100.32024843513
2025-01-31,164058.34741612145,125934.15711643947,129843.1510505119
2025-02-03,164467.6133079216,124976.3893782432,129850.42942403804
2025-02-04,166859.4821648607,125879.32626856276,130045.73244698918
2025-02-05,166531.6029993501,126370.9275586513,131241.20529865593
2025-02-06,166504.28748154882,126831.46498435343,131712.4799844728
2025-02-07,165081.18056225817,125631.02383578266,130102.1398418167
2025-02-10,168310.36993018852,126474.75174968781,131725.21713814352
2025-02-11,168097.90315810684,126517.28214119673,131506.86593235962
2025-02-12,168443.99985510876,126173.07784521021,131890.80013586296
2025-02-13,172025.07229847345,127488.60122962868,133269.4453879373
2025-02-14,176037.41946156332,127479.01104330803,134033.0680770537
2025-02-18,178582.2833628107,127790.69209872889,134210.78169731668
2025-02-19,175629.58995407168,128094.45082631965,134421.85452957446
2025-02-20,172880.2871547512,127539.26243127903,133771.04663011304
2025-02-21,169160.30743987483,125362.91558342734,131093.81823475182
2025-02-24,166387.38661055977,124740.38740183091,129447.08622446503
2025-02-25,162512.52214401244,124156.63693013968,127927.72575088554
2025-02-26,162186.06622983748,124173.52399735645,127996.26376825658
2025-02-27,158953.491668566,122203.15767308725,124632.44213693048
2025-02-28,160121.50826105126,124141.0007567908,126232.47125042455
2025-03-03,157456.4257402395,121956.10613417505,123807.55980396914
2025-03-04,157344.6396295447,120463.99823207001,123405.42966665047
2025-03-05,160484.09355427438,121808.29217545038,125052.16167693725
2025-03-06,156092.181890403,119638.19979693824,121587.65587849969
2025-03-07,156934.58706378844,120298.25479457194,122543.54893493133
2025-03-10,150084.88301095055,117053.43610121399,117936.33849289147
2025-03-11,151465.1639847508,116168.01172504519,117477.19442961813
2025-03-12,155428.649589766,116735.29209414228,118540.44349556019
2025-03-13,153034.97173168827,115114.13364133121,116877.94167596681
2025-03-14,159368.82806674048,117561.71597620801,119153.64646513658
2025-03-17,161946.2998076113,118316.00497855758,120204.15837740792
2025-03-18,159633.47186933964,117055.52092432718,118200.7860643408
2025-03-19,162627.29018870715,118319.96614247264,119698.91794846911
2025-03-20,162809.68338607572,118061.03111181532,119381.09563782813
2025-03-21,162449.58024798034,118158.80931582362,119814.15886263283
2025-03-24,167462.1789240661,120243.42394669524,122252.41399388616
2025-03-25,168510.65352484077,120433.1428499949,123208.3070503178
2025-03-26,164245.62418655836,119089.47435354849,120637.82813333979
2025-03-27,162855.86515410064,118695.65126746822,120115.60483284002
2025-03-28,157479.22773788485,116352.93553518452,116347.22693968656
2025-03-31,156525.42747128103,116996.93739484674,116614.10063564463
2025-04-01,158016.3785124212,117439.33685946417,117765.29671502742
2025-04-02,159849.1460464982,118229.90178398314,114903.68285700423
2025-04-03,145078.38509574547,112507.68778522988,112019.62734727547
2025-04-04,135541.9770605392,105785.80110370537,105059.68266291426
2025-04-07,136441.32409108887,105538.74956479316,105903.36746081807
2025-04-08,133361.4042138925,103882.149119058,103459.65354942015
2025-04-09,152227.54350183858,113766.50398096975,116408.48658353147
2025-04-10,143363.83022807149,109829.73249634636,111223.85850841865
2025-04-11,145388.39030482955,111816.3604408984,113196.2977339997
2025-04-14,146001.95167062973,112704.70356942566,113776.74802270852
2025-04-15,145731.13110218834,112509.98109065437,113934.44611577466
2025-04-16,141654.20120380263,109989.22146450485,110525.13464991022
2025-04-17,142441.20237561918,110134.74211780501,110907.85579115918
2025-04-21,139433.0152299456,107539.13734189222,107838.20175651413
2025-04-22,143115.72809246473,110240.65113195471,110559.70692415936
2025-04-23,147257.88885598368,112076.96333004629,113602.0670580814
2025-04-24,152623.95663125714,114347.96114723646,116629.26391382406
2025-04-25,153655.36042967,115191.06361420765,117842.32616817896
2025-04-28,154555.0628056194,115264.4493877917,117476.58789849094
2025-04-29,154610.39748934278,115933.26064250078,118316.6335096317
2025-04-30,153815.36282315227,116105.25854933838,119699.5244795963
2025-05-01,154400.98263882636,116836.19753282033,119440.53568829152
2025-05-02,159434.33123301124,118556.80204813024,121837.54670289677
2025-05-05,157421.7397244725,117800.21974035613,120961.10922412538
2025-05-06,154990.29957018216,116893.9471330555,119832.35479644815
2025-05-07,154802.74588909087,117402.0185257382,120506.21087874229
2025-05-08,160984.3256041403,118083.33871912638,121716.24047746128
2025-05-09,161183.75913411146,117998.90338304246,121650.12858459896
2025-05-12,169309.14777371255,121841.23238063867,126615.19239167354
2025-05-13,172496.11199799128,122723.94648676032,128435.99883546024
2025-05-14,172362.88108396015,122849.66132048528,129318.50162550343
2025-05-15,172016.36123981196,123357.31574854531,129314.86243874035
2025-05-16,173235.76213531953,124221.47492895965,129270.58566645639
2025-05-19,172142.65558835168,124330.3026954678,130057.25653840553
2025-05-20,172122.05959082767,123847.87462707727,129513.80464845456
2025-05-21,168281.24269620955,121849.98863771404,127842.81139308069
2025-05-22,168315.3030294335,121795.36627214865,128272.84196224948
2025-05-23,167329.57853675215,120978.74105871489,126633.38832548885
2025-05-27,171558.88812351905,123453.42609406305,129940.19603086029
2025-05-28,169744.81895076347,122766.05991364665,130234.36362754134
2025-05-29,169607.88973043612,123258.49513298046,129405.2355766898
2025-05-30,166057.6437450059,123248.07101741455,129280.89669561842
2025-06-02,168003.1519149135,123754.05758698404,130495.77854335484
2025-06-03,170827.1419133877,124471.44522023028,131334.61109224125
2025-06-04,171226.79674671567,124481.03540655093,131692.46445727596
2025-06-05,170893.56992531562,123823.69067896435,130295.01674025909
2025-06-06,173105.13382355537,125097.1006364965,132064.26803823572
2025-06-09,174883.9836792261,125212.18287234422,132201.950604105
2025-06-10,179010.97472788324,125898.29815889274,133011.66965888688
2025-06-11,178380.44306377548,125553.25993366093,132599.22849240623
2025-06-12,178404.5802586675,126032.76924969302,132784.82701732253
2025-06-13,176550.49430463035,124609.04354570038,131201.78077538937
2025-06-16,178531.24853027772,125779.88020606393,133009.24353437818
2025-06-17,176723.32803849026,124729.33783933103,131767.67431704595
2025-06-18,176427.1312932804,124690.35164711451,131866.53889077588
2025-06-20,175593.13326725404,124419.1161600894,131327.93924984228
2025-06-23,174806.0283935192,125613.92828625455,132533.11659954386
2025-06-24,178007.7762837448,127011.38521902109,134632.32083070502
2025-06-25,176736.5084927099,127010.5512897758,134999.27216264736
2025-06-26,177859.38877640304,128029.19586287702,136241.4479111068
2025-06-27,177703.17096422575,128697.7986352748,136694.52666310832
2025-06-30,178737.87612094267,129362.02327913488,137509.70449803484
2025-07-01,181610.33165622002,129217.75351970264,136428.86602940463
2025-07-02,182728.7716750028,129830.48303266709,137429.03585812022
2025-07-03,183866.57545703574,130913.54863996565,138688.8010092678
2025-07-07,181236.86328227253,129884.27146898722,137415.6921733223
2025-07-08,184585.54068160444,129790.87139351665,137823.28109078557
2025-07-09,185148.7863203743,130577.68363643187,138685.1618225047
2025-07-10,185217.02225591603,130936.69017652198,138508.0547333689
2025-07-11,183675.07550053947,130504.50634515916,138118.661749721
2025-07-14,182465.22658199948,130688.17926143057,138748.24105973117
2025-07-15,181201.7965272905,130171.56009398385,138636.63933233052
2025-07-16,181814.26799973653,130587.27382275253,138930.20039788441
2025-07-17,183327.73422359693,131288.60831802725,140189.96554903197
2025-07-18,182458.56095023788,131276.72482628212,139948.56616041533
2025-07-21,182667.95598987222,131460.39774255353,140731.59784560144
2025-07-22,185444.85522174832,131544.62459632615,139853.94730457565
2025-07-23,186195.23390469592,132571.81694419138,141146.4651365908
2025-07-24,185912.4838472221,132664.80005503935,141085.20549274588
2025-07-25,186298.7035156557,132664.80005503935,141085.20549274588
2025-07-28,185443.88238409662,132664.80005503935,141085.20549274588
2025-07-29,185396.92463097788,132664.80005503935,141085.20549274588
2025-07-30,184377.30768180965,132664.80005503935,141085.20549274588
2025-07-31,183630.49445342558,132664.80005503935,141085.20549274588
2025-08-01,182844.2007875003,132664.80005503935,141085.20549274588
2025-08-04,183389.3379603973,132664.80005503935,141085.20549274588
2025-08-05,183659.65802233943,132664.80005503935,141085.20549274588
2025-08-06,183435.76860400513,132664.80005503935,141085.20549274588
2025-08-07,176775.40718680163,132664.80005503935,141085.20549274588
2025-08-08,176893.92900390105,132664.80005503935,141085.20549274588
2025-08-11,176259.90378912352,132664.80005503935,141085.20549274588
2025-08-12,177968.46806670947,132664.80005503935,141085.20549274588
2025-08-13,179106.37887978114,132664.80005503935,141085.20549274588
2025-08-14,178890.89332760347,132664.80005503935,141085.20549274588
2025-08-15,180436.3252685848,134466.91708215454,143821.08734351496
2025-08-18,180055.97184337105,134453.36776787892,143831.3225562861
2025-08-20,182128.93209129857,133008.79301837043,140570.44773748727
2025-08-22,184678.35259361123,134823.63764627642,142523.40688913217
2025-08-25,184061.74019360237,134248.428027085,142083.61259037312
2025-08-26,184410.0012685726,134803.41038296637,142688.20092253384
2025-08-27,184898.08054235598,135125.72322188044,142934.2132646841
2025-08-28,184527.64085460542,135552.27721645363,143768.79772641807
2025-08-29,185048.89822970738,134684.98876540945,142021.81038548084
2025-09-02,184027.24247991876,133752.66156988224,140903.909548013
2025-09-03,183397.17421715785,134434.8099918275,142018.29203109076
2025-09-04,184150.69510152162,135556.8683064148,143341.56051740138
2025-09-05,186743.76695812747,135127.8100809537,143459.40762000217
2025-09-08,187046.4114324554,135412.3863999431,144125.75077181085
2025-09-09,193673.80697675585,135776.3957011208,144595.8123953734
